PartNumber,Material,Mu,AL,Ae,Wa,Le,Mlt,PartCost,Vendor,MaxCurrent_A,MaxFreq_kHz,CoreShape,ShapeFamily,MaterialType,DatasheetUrl,WindowWidthMm,WindowHeightMm
C055044A2,MPP 173,173.0,79.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055044A2.pdf,,
0055047AY,MPP 200,200.0,90.0,10.9,40.26,31.2,16.92,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055047AY.pdf,,
0055045AY,MPP 300,300.0,134.0,10.9,40.26,31.2,16.92,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055045AY.pdf,,
C055046A2,MPP 550,550.0,255.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055046A2.pdf,,
C055548A2HT19,MPP 125,125.0,214.0,11.05,297.42,81.4,52.20,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055548A2HT19.pdf,,
0055123A2,MPP 14,14.0,8.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055123A2.pdf,,
0055226A2,MPP 19,19.0,11.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055226A2.pdf,,
0055122A2,MPP 26,26.0,15.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055122A2.pdf,,
0055113A2,MPP 40,40.0,24.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055113A2.pdf,,
C055121A2,MPP 60,60.0,35.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055121A2.pdf,,
0055120AY,MPP 125,125.0,72.0,19.2,73.90,41.2,21.38,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055120AY.pdf,,
C055119A2,MPP 147,147.0,88.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055119A2.pdf,,
C055118A2,MPP 160,160.0,92.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055118A2.pdf,,
0055114AY,MPP 173,173.0,104.0,19.2,73.90,41.2,21.38,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055114AY.pdf,,
0055117AY,MPP 200,200.0,115.0,19.2,73.90,41.2,21.38,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055117AY.pdf,,
0055115AY,MPP 300,300.0,173.0,19.2,73.90,41.2,21.38,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055115AY.pdf,,
C055116A2,MPP 550,550.0,317.0,19.2,71.33,41.2,21.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055116A2.pdf,,
0055209A2,MPP 14,14.0,7.8,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055209A2.pdf,,
0055849A2,MPP 19,19.0,10.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055849A2.pdf,,
0055208A2,MPP 26,26.0,14.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055208A2.pdf,,
0055847A2,MPP 40,40.0,21.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055847A2.pdf,,
C055848A2,MPP 60,60.0,32.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055848A2.pdf,,
C055206A2,MPP 125,125.0,68.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055206A2.pdf,,
C055205A2,MPP 147,147.0,81.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055205A2.pdf,,
C055204A2,MPP 160,160.0,87.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055204A2.pdf,,
C055200A2,MPP 173,173.0,96.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055200A2.pdf,,
C055203A2,MPP 200,200.0,109.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055203A2.pdf,,
C055201A2,MPP 300,300.0,163.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055201A2.pdf,,
C055202A2,MPP 550,550.0,320.0,22.1,114.42,50.9,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055202A2.pdf,,
0055383A2,MPP 14,14.0,10.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055383A2.pdf,,
0055387A2,MPP 19,19.0,14.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055387A2.pdf,,
0055382A2,MPP 26,26.0,19.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055382A2.pdf,,
0055386A2,MPP 40,40.0,28.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055386A2.pdf,,
C055381A2,MPP 60,60.0,43.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055381A2.pdf,,
C055380A2,MPP 125,125.0,89.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055380A2.pdf,,
C055379A2,MPP 147,147.0,105.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055379A2.pdf,,
C055378A2,MPP 160,160.0,114.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055378A2.pdf,,
C055374A2,MPP 173,173.0,123.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055374A2.pdf,,
C055377A2,MPP 200,200.0,142.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055377A2.pdf,,
C055375A2,MPP 300,300.0,214.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055375A2.pdf,,
0055313A2,MPP 14,14.0,9.9,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055313A2.pdf,,
0055303A2,MPP 19,19.0,14.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055303A2.pdf,,
0055312A2,MPP 26,26.0,19.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055312A2.pdf,,
0055316A2,MPP 40,40.0,29.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055316A2.pdf,,
C055059A2,MPP 60,60.0,43.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055059A2.pdf,,
C055310A2,MPP 125,125.0,90.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055310A2.pdf,,
C055309A2,MPP 147,147.0,106.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055309A2.pdf,,
C055308A2,MPP 160,160.0,115.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055308A2.pdf,,
C055304A2,MPP 173,173.0,124.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055304A2.pdf,,
C055307A2,MPP 200,200.0,144.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055307A2.pdf,,
C055305A2,MPP 300,300.0,216.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055305A2.pdf,,
C055306A2,MPP 550,550.0,396.0,31.7,139.77,56.7,27.04,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055306A2.pdf,,
0055353A2,MPP 14,14.0,12.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055353A2.pdf,,
0055357A2,MPP 19,19.0,16.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055357A2.pdf,,
0055352A2,MPP 26,26.0,22.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055352A2.pdf,,
0055356A2,MPP 40,40.0,12.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055356A2.pdf,,
C055351A2,MPP 60,60.0,51.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055351A2.pdf,,
C055350A2,MPP 125,125.0,105.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055350A2.pdf,,
C055349A2,MPP 147,147.0,124.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055349A2.pdf,,
C055348A2,MPP 160,160.0,135.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055348A2.pdf,,
C055344A2,MPP 173,173.0,146.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055344A2.pdf,,
C055347A2,MPP 200,200.0,169.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055347A2.pdf,,
C055345A2,MPP 300,300.0,253.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055345A2.pdf,,
0055588A2,MPP 14,14.0,9.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055588A2.pdf,,
0055592A2,MPP 19,19.0,12.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055592A2.pdf,,
0055587A2,MPP 26,26.0,16.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055587A2.pdf,,
0055591A2,MPP 40,40.0,25.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055591A2.pdf,,
C055586A2,MPP 60,60.0,38.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055586A2.pdf,,
C055585A2,MPP 125,125.0,79.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055585A2.pdf,,
C055584A2,MPP 147,147.0,93.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055584A2.pdf,,
C055583A2,MPP 160,160.0,101.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055583A2.pdf,,
C055579A2,MPP 173,173.0,109.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055579A2.pdf,,
C055582A2,MPP 200,200.0,126.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055582A2.pdf,,
C055580A2,MPP 300,300.0,190.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055580A2.pdf,,
C055581A2,MPP 550,550.0,348.0,46.4,399.73,89.5,32.18,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055581A2.pdf,,
0055209A2HT14,MPP 14,14.0,15.6,47.4,114.42,50.9,37.01,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055209A2HT14.pdf,,
C055310A2HT16,MPP 125,125.0,180.0,63.4,138.93,56.7,42.40,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055310A2HT16.pdf,,
0055933A2,MPP 14,14.0,18.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055933A2.pdf,,
0055937A2,MPP 19,19.0,23.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055937A2.pdf,,
0055932A2,MPP 26,26.0,32.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055932A2.pdf,,
0055936A2,MPP 40,40.0,50.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055936A2.pdf,,
C055894A2,MPP 60,60.0,75.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055894A2.pdf,,
C055930A2,MPP 125,125.0,157.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055930A2.pdf,,
C055929A2,MPP 147,147.0,185.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055929A2.pdf,,
C055928A2,MPP 160,160.0,201.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055928A2.pdf,,
C055924A2,MPP 173,173.0,217.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055924A2.pdf,,
C055927A2,MPP 200,200.0,251.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055927A2.pdf,,
C055925A2,MPP 300,300.0,377.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055925A2.pdf,,
C055926A2,MPP 550,550.0,740.0,65.4,156.15,63.5,37.47,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055926A2.pdf,,
0055551A2,MPP 14,14.0,14.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055551A2.pdf,,
0055554A2,MPP 19,19.0,20.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055554A2.pdf,,
0055550A2,MPP 26,26.0,28.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055550A2.pdf,,
0055555A2,MPP 40,40.0,41.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055555A2.pdf,,
C055071A2,MPP 60,60.0,61.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055071A2.pdf,,
C055548A2,MPP 125,125.0,127.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055548A2.pdf,,
C055547A2,MPP 147,147.0,150.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055547A2.pdf,,
C055546A2,MPP 160,160.0,163.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055546A2.pdf,,
C055542A2,MPP 173,173.0,176.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055542A2.pdf,,
C055545A2,MPP 200,200.0,203.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055545A2.pdf,,
C055543A2,MPP 300,300.0,305.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055543A2.pdf,,
C055544A2,MPP 550,550.0,559.0,65.6,297.42,81.4,37.06,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055544A2.pdf,,
0055419A2,MPP 14,14.0,14.0,66.5,237.79,72.7,34.40,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055419A2.pdf,,
0055412A2,MPP 19,19.0,20.0,66.5,237.79,72.7,34.40,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055412A2.pdf,,
0055421A2,MPP 26,26.0,28.0,66.5,237.79,72.7,34.40,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055421A2.pdf,,
0055422A2,MPP 40,40.0,41.0,66.5,237.79,72.7,34.40,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055422A2.pdf,,
0055327A2,MPP 14,14.0,13.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055327A2.pdf,,
0055317A2,MPP 19,19.0,18.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055317A2.pdf,,
0055326A2,MPP 26,26.0,24.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055326A2.pdf,,
0055330A2,MPP 40,40.0,37.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055330A2.pdf,,
C055076A2,MPP 60,60.0,56.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055076A2.pdf,,
C055324A2,MPP 125,125.0,117.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055324A2.pdf,,
C055323A2,MPP 147,147.0,138.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055323A2.pdf,,
C055322A2,MPP 160,160.0,150.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055322A2.pdf,,
C055318A2,MPP 173,173.0,162.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055318A2.pdf,,
C055321A2,MPP 200,200.0,187.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055321A2.pdf,,
C055319A2,MPP 300,300.0,281.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055319A2.pdf,,
C055320A2,MPP 550,550.0,515.0,67.8,364.40,89.8,37.86,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055320A2.pdf,,
0055257A2,MPP 14,14.0,19.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055257A2.pdf,,
0055262A2,MPP 19,19.0,26.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055262A2.pdf,,
0055256A2,MPP 26,26.0,35.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055256A2.pdf,,
0055260A2,MPP 40,40.0,54.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055260A2.pdf,,
C055083A2,MPP 60,60.0,81.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055083A2.pdf,,
C055254A2,MPP 125,125.0,168.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055254A2.pdf,,
C055253A2,MPP 147,147.0,198.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055253A2.pdf,,
C055252A2,MPP 160,160.0,215.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055252A2.pdf,,
C055248A2,MPP 173,173.0,233.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055248A2.pdf,,
C055251A2,MPP 200,200.0,269.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055251A2.pdf,,
C055249A2,MPP 300,300.0,403.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055249A2.pdf,,
C055250A2,MPP 550,550.0,740.0,107.0,427.12,98.4,48.19,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055250A2.pdf,,
C055894A2HT21,MPP 60,60.0,132.0,115.0,156.15,63.5,55.59,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055894A2HT21.pdf,,
0055718A2,MPP 14,14.0,17.0,125.0,751.85,127.0,49.45,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055718A2.pdf,,
0055708A2,MPP 19,19.0,23.0,125.0,751.85,127.0,49.45,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055708A2.pdf,,
0055717A2,MPP 26,26.0,32.0,125.0,751.85,127.0,49.45,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055717A2.pdf,,
